leitores;escritores;num_simulacao;tempo_gasto;leitor_escritor;cenario
25;75;24;126;true;26
25;75;24;133;false;26
25;75;25;141;true;26
25;75;25;178;false;26
25;75;26;184;true;26
25;75;26;166;false;26
25;75;27;157;true;26
25;75;27;191;false;26
25;75;28;165;true;26
25;75;28;177;false;26
25;75;29;144;true;26
25;75;29;172;false;26
25;75;30;146;true;26
25;75;30;186;false;26
25;75;31;139;true;26
25;75;31;193;false;26
25;75;32;133;true;26
25;75;32;163;false;26
25;75;33;135;true;26
25;75;33;180;false;26
25;75;34;132;true;26
25;75;34;173;false;26
25;75;35;151;true;26
25;75;35;190;false;26
25;75;36;161;true;26
25;75;36;193;false;26
25;75;37;164;true;26
25;75;37;185;false;26
25;75;38;150;true;26
25;75;38;164;false;26
25;75;39;123;true;26
25;75;39;180;false;26
25;75;40;119;true;26
25;75;40;172;false;26
25;75;41;148;true;26
25;75;41;192;false;26
25;75;42;156;true;26
25;75;42;192;false;26
25;75;43;147;true;26
25;75;43;196;false;26
25;75;44;137;true;26
25;75;44;193;false;26
25;75;45;151;true;26
25;75;45;186;false;26
25;75;46;137;true;26
25;75;46;195;false;26
25;75;47;158;true;26
25;75;47;191;false;26
25;75;48;146;true;26
25;75;48;192;false;26
25;75;49;149;true;26
25;75;49;193;false;26
25;75;50;153;true;26
25;75;50;192;false;26
26;74;1;139;true;27
26;74;1;172;false;27
26;74;2;114;true;27
26;74;2;167;false;27
26;74;3;141;true;27
26;74;3;180;false;27
26;74;4;137;true;27
26;74;4;170;false;27
26;74;5;168;true;27
26;74;5;191;false;27
26;74;6;160;true;27
26;74;6;198;false;27
26;74;7;173;true;27
26;74;7;202;false;27
26;74;8;150;true;27
26;74;8;184;false;27
26;74;9;163;true;27
26;74;9;191;false;27
26;74;10;138;true;27
26;74;10;197;false;27
26;74;11;152;true;27
26;74;11;197;false;27
26;74;12;160;true;27
26;74;12;197;false;27
26;74;13;183;true;27
26;74;13;174;false;27
26;74;14;124;true;27
26;74;14;154;false;27
26;74;15;124;true;27
26;74;15;154;false;27
26;74;16;135;true;27
26;74;16;193;false;27
26;74;17;143;true;27
26;74;17;193;false;27
26;74;18;147;true;27
26;74;18;195;false;27
26;74;19;149;true;27
26;74;19;157;false;27
26;74;20;135;true;27
26;74;20;157;false;27
26;74;21;147;true;27
26;74;21;158;false;27
26;74;22;120;true;27
26;74;22;186;false;27
26;74;23;161;true;27
26;74;23;197;false;27
26;74;24;147;true;27
26;74;24;196;false;27
26;74;25;140;true;27
26;74;25;155;false;27
26;74;26;132;true;27
26;74;26;201;false;27
26;74;27;152;true;27
26;74;27;188;false;27
26;74;28;149;true;27
26;74;28;156;false;27
26;74;29;120;true;27
26;74;29;152;false;27
26;74;30;101;true;27
26;74;30;145;false;27
26;74;31;147;true;27
26;74;31;179;false;27
26;74;32;137;true;27
26;74;32;200;false;27
26;74;33;148;true;27
26;74;33;197;false;27
26;74;34;154;true;27
26;74;34;173;false;27
26;74;35;148;true;27
26;74;35;192;false;27
26;74;36;139;true;27
26;74;36;189;false;27
26;74;37;145;true;27
26;74;37;187;false;27
26;74;38;138;true;27
26;74;38;195;false;27
26;74;39;156;true;27
26;74;39;185;false;27
26;74;40;146;true;27
26;74;40;195;false;27
26;74;41;122;true;27
26;74;41;165;false;27
26;74;42;132;true;27
26;74;42;152;false;27
26;74;43;120;true;27
26;74;43;179;false;27
26;74;44;150;true;27
26;74;44;184;false;27
26;74;45;146;true;27
26;74;45;191;false;27
26;74;46;152;true;27
26;74;46;197;false;27
26;74;47;156;true;27
26;74;47;169;false;27
26;74;48;152;true;27
26;74;48;192;false;27
26;74;49;143;true;27
26;74;49;193;false;27
26;74;50;150;true;27
26;74;50;201;false;27
27;73;1;125;true;28
27;73;1;192;false;28
27;73;2;147;true;28
27;73;2;195;false;28
27;73;3;152;true;28
27;73;3;182;false;28
27;73;4;141;true;28
27;73;4;165;false;28
27;73;5;140;true;28
27;73;5;156;false;28
27;73;6;158;true;28
27;73;6;192;false;28
27;73;7;143;true;28
27;73;7;172;false;28
27;73;8;127;true;28
27;73;8;177;false;28
27;73;9;142;true;28
27;73;9;197;false;28
27;73;10;139;true;28
27;73;10;182;false;28
27;73;11;138;true;28
27;73;11;195;false;28
27;73;12;142;true;28
27;73;12;185;false;28
27;73;13;130;true;28
27;73;13;193;false;28
27;73;14;146;true;28
27;73;14;195;false;28
27;73;15;148;true;28
27;73;15;205;false;28
27;73;16;149;true;28
27;73;16;163;false;28
27;73;17;107;true;28
27;73;17;171;false;28
27;73;18;107;true;28
27;73;18;157;false;28
27;73;19;138;true;28
27;73;19;162;false;28
27;73;20;153;true;28
27;73;20;165;false;28
27;73;21;162;true;28
27;73;21;174;false;28
27;73;22;153;true;28
27;73;22;165;false;28
27;73;23;165;true;28
27;73;23;191;false;28
27;73;24;154;true;28
27;73;24;185;false;28
27;73;25;153;true;28
27;73;25;192;false;28
27;73;26;135;true;28
27;73;26;186;false;28
27;73;27;160;true;28
27;73;27;187;false;28
27;73;28;144;true;28
27;73;28;197;false;28
27;73;29;144;true;28
27;73;29;188;false;28
27;73;30;149;true;28
27;73;30;172;false;28
27;73;31;122;true;28
27;73;31;144;false;28
27;73;32;115;true;28
27;73;32;149;false;28
27;73;33;110;true;28
27;73;33;181;false;28
27;73;34;143;true;28
27;73;34;194;false;28
27;73;35;152;true;28
27;73;35;176;false;28
27;73;36;138;true;28
27;73;36;187;false;28
27;73;37;155;true;28
27;73;37;195;false;28
27;73;38;153;true;28
27;73;38;177;false;28
27;73;39;147;true;28
27;73;39;191;false;28
27;73;40;142;true;28
27;73;40;199;false;28
27;73;41;145;true;28
27;73;41;183;false;28
27;73;42;149;true;28
27;73;42;193;false;28
27;73;43;150;true;28
27;73;43;176;false;28
27;73;44;106;true;28
27;73;44;150;false;28
27;73;45;119;true;28
27;73;45;159;false;28
27;73;46;126;true;28
27;73;46;152;false;28
27;73;47;137;true;28
27;73;47;167;false;28
27;73;48;112;true;28
27;73;48;156;false;28
27;73;49;109;true;28
27;73;49;185;false;28
27;73;50;152;true;28
27;73;50;197;false;28
28;72;1;150;true;29
28;72;1;178;false;29
28;72;2;132;true;29
28;72;2;197;false;29
28;72;3;149;true;29
28;72;3;179;false;29
28;72;4;150;true;29
28;72;4;176;false;29
28;72;5;164;true;29
28;72;5;201;false;29
28;72;6;151;true;29
28;72;6;188;false;29
28;72;7;151;true;29
28;72;7;187;false;29
28;72;8;151;true;29
28;72;8;191;false;29
28;72;9;138;true;29
28;72;9;193;false;29
28;72;10;149;true;29
28;72;10;158;false;29
28;72;11;97;true;29
28;72;11;157;false;29
28;72;12;117;true;29
28;72;12;150;false;29
28;72;13;109;true;29
28;72;13;195;false;29
28;72;14;146;true;29
28;72;14;190;false;29
28;72;15;136;true;29
28;72;15;191;false;29
28;72;16;129;true;29
28;72;16;194;false;29
28;72;17;148;true;29
28;72;17;189;false;29
28;72;18;135;true;29
28;72;18;196;false;29
28;72;19;137;true;29
28;72;19;162;false;29
28;72;20;132;true;29
28;72;20;168;false;29
28;72;21;124;true;29
28;72;21;174;false;29
28;72;22;124;true;29
28;72;22;163;false;29
28;72;23;148;true;29
28;72;23;189;false;29
28;72;24;148;true;29
28;72;24;198;false;29
28;72;25;118;true;29
28;72;25;168;false;29
28;72;26;119;true;29
28;72;26;159;false;29
28;72;27;111;true;29
28;72;27;155;false;29
28;72;28;145;true;29
28;72;28;187;false;29
28;72;29;138;true;29
28;72;29;204;false;29
28;72;30;140;true;29
28;72;30;195;false;29
28;72;31;145;true;29
28;72;31;183;false;29
28;72;32;149;true;29
28;72;32;197;false;29
28;72;33;143;true;29
28;72;33;188;false;29
28;72;34;154;true;29
28;72;34;197;false;29
28;72;35;156;true;29
28;72;35;189;false;29
28;72;36;144;true;29
28;72;36;182;false;29
28;72;37;148;true;29
28;72;37;188;false;29
28;72;38;114;true;29
28;72;38;138;false;29
28;72;39;112;true;29
28;72;39;152;false;29
28;72;40;116;true;29
28;72;40;187;false;29
28;72;41;135;true;29
28;72;41;196;false;29
28;72;42;147;true;29
28;72;42;193;false;29
28;72;43;143;true;29
28;72;43;187;false;29
28;72;44;150;true;29
28;72;44;196;false;29
28;72;45;144;true;29
28;72;45;191;false;29
28;72;46;142;true;29
28;72;46;175;false;29
28;72;47;152;true;29
28;72;47;199;false;29
28;72;48;125;true;29
28;72;48;189;false;29
28;72;49;138;true;29
28;72;49;188;false;29
28;72;50;137;true;29
28;72;50;174;false;29
29;71;1;134;true;30
29;71;1;162;false;30
29;71;2;127;true;30
29;71;2;142;false;30
29;71;3;128;true;30
29;71;3;198;false;30
29;71;4;136;true;30
29;71;4;157;false;30
29;71;5;163;true;30
29;71;5;178;false;30
29;71;6;148;true;30
29;71;6;183;false;30
29;71;7;137;true;30
29;71;7;188;false;30
29;71;8;139;true;30
29;71;8;193;false;30
29;71;9;134;true;30
29;71;9;186;false;30
29;71;10;133;true;30
29;71;10;229;false;30
29;71;11;143;true;30
29;71;11;196;false;30
29;71;12;149;true;30
29;71;12;170;false;30
29;71;13;142;true;30
29;71;13;193;false;30
29;71;14;130;true;30
29;71;14;169;false;30
29;71;15;107;true;30
29;71;15;140;false;30
29;71;16;113;true;30
29;71;16;159;false;30
29;71;17;119;true;30
29;71;17;197;false;30
29;71;18;142;true;30
29;71;18;184;false;30
29;71;19;149;true;30
29;71;19;181;false;30
29;71;20;151;true;30
29;71;20;179;false;30
29;71;21;133;true;30
29;71;21;147;false;30
29;71;22;144;true;30
29;71;22;157;false;30
29;71;23;126;true;30
29;71;23;191;false;30
29;71;24;150;true;30
29;71;24;188;false;30
29;71;25;158;true;30
29;71;25;203;false;30
29;71;26;139;true;30
29;71;26;185;false;30
29;71;27;145;true;30
29;71;27;205;false;30
29;71;28;132;true;30
29;71;28;201;false;30
29;71;29;118;true;30
29;71;29;154;false;30
29;71;30;113;true;30
29;71;30;179;false;30
29;71;31;108;true;30
29;71;31;182;false;30
29;71;32;149;true;30
29;71;32;195;false;30
29;71;33;153;true;30
29;71;33;195;false;30
29;71;34;140;true;30
29;71;34;199;false;30
29;71;35;151;true;30
29;71;35;197;false;30
29;71;36;142;true;30
29;71;36;198;false;30
29;71;37;150;true;30
29;71;37;180;false;30
29;71;38;148;true;30
29;71;38;197;false;30
29;71;39;131;true;30
29;71;39;176;false;30
29;71;40;146;true;30
29;71;40;191;false;30
29;71;41;138;true;30
29;71;41;157;false;30
29;71;42;127;true;30
29;71;42;171;false;30
29;71;43;108;true;30
29;71;43;150;false;30
29;71;44;129;true;30
29;71;44;203;false;30
29;71;45;141;true;30
29;71;45;190;false;30
29;71;46;149;true;30
29;71;46;198;false;30
29;71;47;149;true;30
29;71;47;180;false;30
29;71;48;132;true;30
29;71;48;200;false;30
29;71;49;141;true;30
29;71;49;183;false;30
29;71;50;139;true;30
29;71;50;195;false;30
30;70;1;145;true;31
30;70;1;187;false;31
30;70;2;132;true;31
30;70;2;183;false;31
30;70;3;141;true;31
30;70;3;185;false;31
30;70;4;138;true;31
30;70;4;172;false;31
30;70;5;126;true;31
30;70;5;178;false;31
30;70;6;100;true;31
30;70;6;142;false;31
30;70;7;104;true;31
30;70;7;175;false;31
30;70;8;141;true;31
30;70;8;198;false;31
30;70;9;138;true;31
30;70;9;196;false;31
30;70;10;140;true;31
30;70;10;187;false;31
30;70;11;138;true;31
30;70;11;184;false;31
30;70;12;133;true;31
30;70;12;205;false;31
30;70;13;135;true;31
30;70;13;184;false;31
30;70;14;143;true;31
30;70;14;181;false;31
30;70;15;139;true;31
30;70;15;185;false;31
30;70;16;148;true;31
30;70;16;176;false;31
30;70;17;139;true;31
30;70;17;166;false;31
30;70;18;142;true;31
30;70;18;184;false;31
30;70;19;139;true;31
30;70;19;189;false;31
30;70;20;147;true;31
30;70;20;172;false;31
30;70;21;136;true;31
30;70;21;163;false;31
30;70;22;116;true;31
30;70;22;160;false;31
30;70;23;110;true;31
30;70;23;168;false;31
30;70;24;139;true;31
30;70;24;192;false;31
30;70;25;134;true;31
30;70;25;168;false;31
30;70;26;132;true;31
30;70;26;186;false;31
30;70;27;136;true;31
30;70;27;197;false;31
30;70;28;142;true;31
30;70;28;197;false;31
30;70;29;143;true;31
30;70;29;177;false;31
30;70;30;132;true;31
30;70;30;203;false;31
30;70;31;135;true;31
30;70;31;196;false;31
30;70;32;148;true;31
30;70;32;186;false;31
30;70;33;135;true;31
30;70;33;197;false;31
30;70;34;145;true;31
30;70;34;180;false;31
30;70;35;114;true;31
30;70;35;148;false;31
30;70;36;112;true;31
30;70;36;160;false;31
30;70;37;113;true;31
30;70;37;185;false;31
30;70;38;140;true;31
30;70;38;204;false;31
30;70;39;153;true;31
30;70;39;197;false;31
30;70;40;144;true;31
30;70;40;196;false;31
30;70;41;132;true;31
30;70;41;195;false;31
30;70;42;141;true;31
30;70;42;183;false;31
30;70;43;148;true;31
30;70;43;195;false;31
30;70;44;123;true;31
30;70;44;201;false;31
30;70;45;144;true;31
30;70;45;189;false;31
30;70;46;142;true;31
30;70;46;189;false;31
30;70;47;130;true;31
30;70;47;139;false;31
30;70;48;108;true;31
30;70;48;137;false;31
30;70;49;111;true;31
30;70;49;154;false;31
30;70;50;111;true;31
30;70;50;181;false;31
31;69;1;134;true;32
31;69;1;192;false;32
31;69;2;146;true;32
31;69;2;200;false;32
31;69;3;138;true;32
31;69;3;179;false;32
31;69;4;128;true;32
31;69;4;175;false;32
31;69;5;135;true;32
31;69;5;206;false;32
31;69;6;132;true;32
31;69;6;194;false;32
31;69;7;152;true;32
31;69;7;171;false;32
31;69;8;144;true;32
31;69;8;188;false;32
31;69;9;143;true;32
31;69;9;192;false;32
31;69;10;139;true;32
31;69;10;185;false;32
31;69;11;140;true;32
31;69;11;163;false;32
31;69;12;122;true;32
31;69;12;148;false;32
31;69;13;98;true;32
31;69;13;154;false;32
31;69;14;106;true;32
31;69;14;176;false;32
31;69;15;147;true;32
31;69;15;196;false;32
31;69;16;129;true;32
31;69;16;183;false;32
31;69;17;125;true;32
31;69;17;162;false;32
31;69;18;118;true;32
31;69;18;163;false;32
31;69;19;118;true;32
31;69;19;175;false;32
31;69;20;128;true;32
31;69;20;159;false;32
31;69;21;141;true;32
31;69;21;189;false;32
31;69;22;141;true;32
31;69;22;187;false;32
31;69;23;144;true;32
31;69;23;194;false;32
31;69;24;152;true;32
31;69;24;177;false;32
31;69;25;126;true;32
31;69;25;151;false;32
31;69;26;124;true;32
31;69;26;161;false;32
31;69;27;139;true;32
31;69;27;151;false;32
31;69;28;108;true;32
31;69;28;157;false;32
31;69;29;101;true;32
31;69;29;154;false;32
31;69;30;106;true;32
31;69;30;183;false;32
31;69;31;148;true;32
31;69;31;197;false;32
31;69;32;145;true;32
31;69;32;186;false;32
31;69;33;135;true;32
31;69;33;198;false;32
31;69;34;130;true;32
31;69;34;193;false;32
31;69;35;137;true;32
31;69;35;181;false;32
31;69;36;134;true;32
31;69;36;199;false;32
31;69;37;136;true;32
31;69;37;193;false;32
31;69;38;151;true;32
31;69;38;191;false;32
31;69;39;137;true;32
31;69;39;182;false;32
31;69;40;132;true;32
31;69;40;148;false;32
31;69;41;123;true;32
31;69;41;144;false;32
31;69;42;115;true;32
31;69;42;171;false;32
31;69;43;122;true;32
31;69;43;184;false;32
31;69;44;148;true;32
31;69;44;193;false;32
31;69;45;133;true;32
31;69;45;188;false;32
31;69;46;143;true;32
31;69;46;193;false;32
31;69;47;138;true;32
31;69;47;200;false;32
31;69;48;142;true;32
31;69;48;184;false;32
31;69;49;130;true;32
31;69;49;195;false;32
31;69;50;141;true;32
31;69;50;186;false;32
32;68;1;134;true;33
32;68;1;194;false;33
32;68;2;138;true;33
32;68;2;190;false;33
32;68;3;140;true;33
32;68;3;162;false;33
32;68;4;119;true;33
32;68;4;180;false;33
32;68;5;114;true;33
32;68;5;170;false;33
32;68;6;137;true;33
32;68;6;187;false;33
32;68;7;139;true;33
32;68;7;193;false;33
32;68;8;146;true;33
32;68;8;181;false;33
32;68;9;143;true;33
32;68;9;196;false;33
32;68;10;154;true;33
32;68;10;192;false;33
32;68;11;132;true;33
32;68;11;194;false;33
32;68;12;139;true;33
32;68;12;195;false;33
32;68;13;141;true;33
32;68;13;191;false;33
32;68;14;150;true;33
32;68;14;193;false;33
32;68;15;142;true;33
32;68;15;203;false;33
32;68;16;119;true;33
32;68;16;149;false;33
32;68;17;101;true;33
32;68;17;150;false;33
32;68;18;108;true;33
32;68;18;147;false;33
32;68;19;128;true;33
32;68;19;182;false;33
32;68;20;170;true;33
32;68;20;158;false;33
32;68;21;121;true;33
32;68;21;179;false;33
32;68;22;115;true;33
32;68;22;152;false;33
32;68;23;114;true;33
32;68;23;178;false;33
32;68;24;138;true;33
32;68;24;192;false;33
32;68;25;141;true;33
32;68;25;172;false;33
32;68;26;141;true;33
32;68;26;167;false;33
32;68;27;147;true;33
32;68;27;194;false;33
32;68;28;135;true;33
32;68;28;193;false;33
32;68;29;149;true;33
32;68;29;193;false;33
32;68;30;144;true;33
32;68;30;189;false;33
32;68;31;126;true;33
32;68;31;162;false;33
32;68;32;100;true;33
32;68;32;155;false;33
32;68;33;110;true;33
32;68;33;152;false;33
32;68;34;124;true;33
32;68;34;190;false;33
32;68;35;132;true;33
32;68;35;183;false;33
32;68;36;139;true;33
32;68;36;192;false;33
32;68;37;144;true;33
32;68;37;176;false;33
32;68;38;139;true;33
32;68;38;186;false;33
32;68;39;138;true;33
32;68;39;191;false;33
32;68;40;143;true;33
32;68;40;199;false;33
32;68;41;137;true;33
32;68;41;201;false;33
32;68;42;150;true;33
32;68;42;197;false;33
32;68;43;142;true;33
32;68;43;193;false;33
32;68;44;136;true;33
32;68;44;169;false;33
32;68;45;118;true;33
32;68;45;160;false;33
32;68;46;105;true;33
32;68;46;151;false;33
32;68;47;143;true;33
32;68;47;182;false;33
32;68;48;143;true;33
32;68;48;191;false;33
32;68;49;138;true;33
32;68;49;200;false;33
32;68;50;133;true;33
32;68;50;185;false;33
33;67;1;137;true;34
33;67;1;189;false;34
33;67;2;132;true;34
33;67;2;195;false;34
33;67;3;124;true;34
33;67;3;186;false;34
33;67;4;123;true;34
33;67;4;179;false;34
33;67;5;129;true;34
33;67;5;190;false;34
33;67;6;134;true;34
33;67;6;191;false;34
33;67;7;135;true;34
33;67;7;200;false;34
33;67;8;111;true;34
33;67;8;158;false;34
33;67;9;101;true;34
33;67;9;185;false;34
33;67;10;104;true;34
33;67;10;173;false;34
33;67;11;145;true;34
33;67;11;191;false;34
33;67;12;135;true;34
33;67;12;193;false;34
33;67;13;139;true;34
33;67;13;186;false;34
33;67;14;122;true;34
33;67;14;186;false;34
33;67;15;142;true;34
33;67;15;185;false;34
33;67;16;126;true;34
33;67;16;178;false;34
33;67;17;139;true;34
33;67;17;187;false;34
33;67;18;133;true;34
33;67;18;200;false;34
33;67;19;132;true;34
33;67;19;183;false;34
33;67;20;140;true;34
33;67;20;160;false;34
33;67;21;124;true;34
33;67;21;158;false;34
33;67;22;124;true;34
33;67;22;145;false;34
33;67;23;108;true;34
33;67;23;142;false;34
33;67;24;102;true;34
33;67;24;147;false;34
33;67;25;109;true;34
33;67;25;164;false;34
33;67;26;128;true;34
33;67;26;179;false;34
33;67;27;145;true;34
33;67;27;193;false;34
33;67;28;149;true;34
33;67;28;196;false;34
33;67;29;139;true;34
33;67;29;200;false;34
33;67;30;130;true;34
33;67;30;197;false;34
33;67;31;130;true;34
33;67;31;195;false;34
33;67;32;139;true;34
33;67;32;177;false;34
33;67;33;109;true;34
33;67;33;174;false;34
33;67;34;155;true;34
33;67;34;176;false;34
33;67;35;143;true;34
33;67;35;188;false;34
33;67;36;122;true;34
33;67;36;164;false;34
33;67;37;137;true;34
33;67;37;181;false;34
33;67;38;134;true;34
33;67;38;170;false;34
33;67;39;140;true;34
33;67;39;170;false;34
33;67;40;122;true;34
33;67;40;157;false;34
33;67;41;122;true;34
33;67;41;155;false;34
33;67;42;114;true;34
33;67;42;149;false;34
33;67;43;119;true;34
33;67;43;148;false;34
33;67;44;115;true;34
33;67;44;188;false;34
33;67;45;135;true;34
33;67;45;167;false;34
33;67;46;130;true;34
33;67;46;178;false;34
33;67;47;135;true;34
33;67;47;199;false;34
33;67;48;141;true;34
33;67;48;189;false;34
33;67;49;134;true;34
33;67;49;201;false;34
33;67;50;147;true;34
33;67;50;194;false;34
34;66;1;142;true;35
34;66;1;180;false;35
34;66;2;135;true;35
34;66;2;188;false;35
34;66;3;137;true;35
34;66;3;175;false;35
34;66;4;124;true;35
34;66;4;173;false;35
34;66;5;130;true;35
34;66;5;186;false;35
34;66;6;134;true;35
34;66;6;197;false;35
34;66;7;145;true;35
34;66;7;195;false;35
34;66;8;135;true;35
34;66;8;187;false;35
34;66;9;145;true;35
34;66;9;192;false;35
34;66;10;126;true;35
34;66;10;199;false;35
34;66;11;137;true;35
34;66;11;182;false;35
34;66;12;124;true;35
34;66;12;194;false;35
34;66;13;116;true;35
34;66;13;200;false;35
34;66;14;138;true;35
34;66;14;195;false;35
34;66;15;124;true;35
34;66;15;194;false;35
34;66;16;135;true;35
34;66;16;200;false;35
34;66;17;132;true;35
34;66;17;196;false;35
34;66;18;124;true;35
34;66;18;184;false;35
34;66;19;137;true;35
34;66;19;163;false;35
34;66;20;135;true;35
34;66;20;158;false;35
34;66;21;121;true;35
34;66;21;176;false;35
34;66;22;138;true;35
34;66;22;163;false;35
34;66;23;133;true;35
34;66;23;189;false;35
34;66;24;131;true;35
34;66;24;176;false;35
34;66;25;139;true;35
34;66;25;165;false;35
34;66;26;136;true;35
34;66;26;192;false;35
34;66;27;121;true;35
34;66;27;190;false;35
34;66;28;131;true;35
34;66;28;193;false;35
34;66;29;124;true;35
34;66;29;195;false;35
34;66;30;117;true;35
34;66;30;200;false;35
34;66;31;134;true;35
34;66;31;193;false;35
34;66;32;126;true;35
34;66;32;197;false;35
34;66;33;133;true;35
34;66;33;198;false;35
34;66;34;129;true;35
34;66;34;192;false;35
34;66;35;143;true;35
34;66;35;192;false;35
34;66;36;135;true;35
34;66;36;173;false;35
34;66;37;138;true;35
34;66;37;189;false;35
34;66;38;137;true;35
34;66;38;203;false;35
34;66;39;153;true;35
34;66;39;182;false;35
34;66;40;137;true;35
34;66;40;196;false;35
34;66;41;143;true;35
34;66;41;195;false;35
34;66;42;135;true;35
34;66;42;198;false;35
34;66;43;137;true;35
34;66;43;187;false;35
34;66;44;132;true;35
34;66;44;193;false;35
34;66;45;145;true;35
34;66;45;195;false;35
34;66;46;128;true;35
34;66;46;198;false;35
34;66;47;110;true;35
34;66;47;189;false;35
34;66;48;124;true;35
34;66;48;188;false;35
34;66;49;139;true;35
34;66;49;176;false;35
34;66;50;139;true;35
34;66;50;202;false;35
35;65;1;107;true;36
35;65;1;175;false;36
35;65;2;133;true;36
35;65;2;177;false;36
35;65;3;122;true;36
35;65;3;197;false;36
35;65;4;130;true;36
35;65;4;183;false;36
35;65;5;121;true;36
35;65;5;196;false;36
35;65;6;126;true;36
35;65;6;201;false;36
35;65;7;137;true;36
35;65;7;195;false;36
35;65;8;126;true;36
35;65;8;195;false;36
35;65;9;131;true;36
35;65;9;198;false;36
35;65;10;139;true;36
35;65;10;184;false;36
35;65;11;133;true;36
35;65;11;196;false;36
35;65;12;126;true;36
35;65;12;181;false;36
35;65;13;136;true;36
35;65;13;197;false;36
35;65;14;134;true;36
35;65;14;193;false;36
35;65;15;132;true;36
35;65;15;182;false;36
35;65;16;122;true;36
35;65;16;195;false;36
35;65;17;128;true;36
35;65;17;159;false;36
35;65;18;125;true;36
35;65;18;150;false;36
35;65;19;114;true;36
35;65;19;187;false;36
35;65;20;118;true;36
35;65;20;164;false;36
35;65;21;136;true;36
35;65;21;183;false;36
35;65;22;123;true;36
35;65;22;196;false;36
35;65;23;132;true;36
35;65;23;189;false;36
35;65;24;119;true;36
35;65;24;171;false;36
35;65;25;116;true;36
35;65;25;182;false;36
35;65;26;120;true;36
35;65;26;190;false;36
35;65;27;135;true;36
35;65;27;198;false;36
35;65;28;117;true;36
35;65;28;198;false;36
35;65;29;140;true;36
35;65;29;180;false;36
35;65;30;132;true;36
35;65;30;189;false;36
35;65;31;124;true;36
35;65;31;172;false;36
35;65;32;139;true;36
35;65;32;192;false;36
35;65;33;143;true;36
35;65;33;199;false;36
35;65;34;131;true;36
35;65;34;195;false;36
35;65;35;138;true;36
35;65;35;192;false;36
35;65;36;140;true;36
35;65;36;195;false;36
35;65;37;136;true;36
35;65;37;193;false;36
35;65;38;123;true;36
35;65;38;195;false;36
35;65;39;142;true;36
35;65;39;200;false;36
35;65;40;144;true;36
35;65;40;190;false;36
35;65;41;137;true;36
35;65;41;205;false;36
35;65;42;134;true;36
35;65;42;191;false;36
35;65;43;141;true;36
35;65;43;190;false;36
35;65;44;129;true;36
35;65;44;177;false;36
35;65;45;133;true;36
35;65;45;193;false;36
35;65;46;133;true;36
35;65;46;190;false;36
35;65;47;134;true;36
35;65;47;192;false;36
35;65;48;128;true;36
35;65;48;194;false;36
35;65;49;125;true;36
35;65;49;199;false;36
35;65;50;132;true;36
35;65;50;182;false;36
36;64;1;157;true;37
36;64;1;190;false;37
36;64;2;128;true;37
36;64;2;198;false;37
36;64;3;106;true;37
36;64;3;188;false;37
36;64;4;107;true;37
36;64;4;171;false;37
36;64;5;123;true;37
36;64;5;190;false;37
36;64;6;123;true;37
36;64;6;204;false;37
36;64;7;127;true;37
36;64;7;185;false;37
36;64;8;127;true;37
36;64;8;192;false;37
36;64;9;138;true;37
36;64;9;198;false;37
36;64;10;135;true;37
36;64;10;193;false;37
36;64;11;128;true;37
36;64;11;189;false;37
36;64;12;129;true;37
36;64;12;198;false;37
36;64;13;130;true;37
36;64;13;195;false;37
36;64;14;132;true;37
36;64;14;202;false;37
36;64;15;135;true;37
36;64;15;197;false;37
36;64;16;124;true;37
36;64;16;207;false;37
36;64;17;115;true;37
36;64;17;198;false;37
36;64;18;132;true;37
36;64;18;188;false;37
36;64;19;130;true;37
36;64;19;159;false;37
36;64;20;126;true;37
36;64;20;157;false;37
36;64;21;118;true;37
36;64;21;172;false;37
36;64;22;128;true;37
36;64;22;162;false;37
36;64;23;123;true;37
36;64;23;193;false;37
36;64;24;123;true;37
36;64;24;190;false;37
36;64;25;119;true;37
36;64;25;177;false;37
36;64;26;124;true;37
36;64;26;196;false;37
36;64;27;130;true;37
36;64;27;198;false;37
36;64;28;129;true;37
36;64;28;196;false;37
36;64;29;121;true;37
36;64;29;180;false;37
36;64;30;132;true;37
36;64;30;192;false;37
36;64;31;130;true;37
36;64;31;195;false;37
36;64;32;107;true;37
36;64;32;136;false;37
36;64;33;98;true;37
36;64;33;141;false;37
36;64;34;101;true;37
36;64;34;141;false;37
36;64;35;102;true;37
36;64;35;140;false;37
36;64;36;99;true;37
36;64;36;176;false;37
36;64;37;115;true;37
36;64;37;187;false;37
36;64;38;133;true;37
36;64;38;180;false;37
36;64;39;126;true;37
36;64;39;169;false;37
36;64;40;139;true;37
36;64;40;180;false;37
36;64;41;135;true;37
36;64;41;195;false;37
36;64;42;117;true;37
36;64;42;189;false;37
36;64;43;134;true;37
36;64;43;190;false;37
36;64;44;138;true;37
36;64;44;186;false;37
36;64;45;131;true;37
36;64;45;207;false;37
36;64;46;142;true;37
36;64;46;194;false;37
36;64;47;125;true;37
36;64;47;197;false;37
36;64;48;141;true;37
36;64;48;192;false;37
36;64;49;132;true;37
36;64;49;188;false;37
36;64;50;126;true;37
36;64;50;195;false;37
37;63;1;121;true;38
37;63;1;192;false;38
37;63;2;136;true;38
37;63;2;188;false;38
37;63;3;122;true;38
37;63;3;188;false;38
37;63;4;113;true;38
37;63;4;165;false;38
37;63;5;119;true;38
